rep_id,member_id,cluster_size
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,1
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,1
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,1
AGV38413.1|HIV_Vpu|SRC:NCBI,AGV38413.1|HIV_Vpu|SRC:NCBI,2
AGV38413.1|HIV_Vpu|SRC:NCBI,AGV38321.1|HIV_Vpu|SRC:NCBI,2
AGV38305.1|HIV_Vpu|SRC:NCBI,AGV38537.1|HIV_Vpu|SRC:NCBI,4
AGV38305.1|HIV_Vpu|SRC:NCBI,AGV38517.1|HIV_Vpu|SRC:NCBI,4
AGV38305.1|HIV_Vpu|SRC:NCBI,AGV38499.1|HIV_Vpu|SRC:NCBI,4
AGV38305.1|HIV_Vpu|SRC:NCBI,AGV38305.1|HIV_Vpu|SRC:NCBI,4
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,1
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,2
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,2
AGV38541.1|HIV_Vpu|SRC:NCBI,AGV38541.1|HIV_Vpu|SRC:NCBI,2
AGV38541.1|HIV_Vpu|SRC:NCBI,AGV38463.1|HIV_Vpu|SRC:NCBI,2
AGV38521.1|HIV_Vpu|SRC:NCBI,AGV38521.1|HIV_Vpu|SRC:NCBI,2
AGV38521.1|HIV_Vpu|SRC:NCBI,AGV38369.1|HIV_Vpu|SRC:NCBI,2
AGV38513.1|HIV_Vpu|SRC:NCBI,AGV38513.1|HIV_Vpu|SRC:NCBI,2
AGV38513.1|HIV_Vpu|SRC:NCBI,AGV38353.1|HIV_Vpu|SRC:NCBI,2
AGV38509.1|HIV_Vpu|SRC:NCBI,AGV38509.1|HIV_Vpu|SRC:NCBI,1
AGV38506.1|HIV_Vpu|SRC:NCBI,AGV38506.1|HIV_Vpu|SRC:NCBI,13
AGV38506.1|HIV_Vpu|SRC:NCBI,AGV38491.1|HIV_Vpu|SRC:NCBI,13
AGV38506.1|HIV_Vpu|SRC:NCBI,AGV38478.1|HIV_Vpu|SRC:NCBI,13
AGV38506.1|HIV_Vpu|SRC:NCBI,AGV38474.1|HIV_Vpu|SRC:NCBI,13
AGV38506.1|HIV_Vpu|SRC:NCBI,AGV38435.1|HIV_Vpu|SRC:NCBI,13
AGV38506.1|HIV_Vpu|SRC:NCBI,AGV38431.1|HIV_Vpu|SRC:NCBI,13
AGV38506.1|HIV_Vpu|SRC:NCBI,AGV38409.1|HIV_Vpu|SRC:NCBI,13
AGV38506.1|HIV_Vpu|SRC:NCBI,AGV38401.1|HIV_Vpu|SRC:NCBI,13
AGV38506.1|HIV_Vpu|SRC:NCBI,AGV38376.1|HIV_Vpu|SRC:NCBI,13
AGV38506.1|HIV_Vpu|SRC:NCBI,AGV38373.1|HIV_Vpu|SRC:NCBI,13
AGV38506.1|HIV_Vpu|SRC:NCBI,AGV38329.1|HIV_Vpu|SRC:NCBI,13
AGV38506.1|HIV_Vpu|SRC:NCBI,AGV38292.1|HIV_Vpu|SRC:NCBI,13
AGV38506.1|HIV_Vpu|SRC:NCBI,AGV38284.1|HIV_Vpu|SRC:NCBI,13
AGV38495.1|HIV_Vpu|SRC:NCBI,AGV38495.1|HIV_Vpu|SRC:NCBI,1
AGV38467.1|HIV_Vpu|SRC:NCBI,AGV38467.1|HIV_Vpu|SRC:NCBI,2
AGV38467.1|HIV_Vpu|SRC:NCBI,AGV38342.1|HIV_Vpu|SRC:NCBI,2
AGV38449.1|HIV_Vpu|SRC:NCBI,AGV38449.1|HIV_Vpu|SRC:NCBI,3
AGV38449.1|HIV_Vpu|SRC:NCBI,AGV38421.1|HIV_Vpu|SRC:NCBI,3
AGV38449.1|HIV_Vpu|SRC:NCBI,AGV38361.1|HIV_Vpu|SRC:NCBI,3
AGV38441.1|HIV_Vpu|SRC:NCBI,AGV38441.1|HIV_Vpu|SRC:NCBI,2
AGV38441.1|HIV_Vpu|SRC:NCBI,AGV38427.1|HIV_Vpu|SRC:NCBI,2
AGV38417.1|HIV_Vpu|SRC:NCBI,AGV38417.1|HIV_Vpu|SRC:NCBI,1
AGV38397.1|HIV_Vpu|SRC:NCBI,AGV38397.1|HIV_Vpu|SRC:NCBI,4
AGV38397.1|HIV_Vpu|SRC:NCBI,AGV38365.1|HIV_Vpu|SRC:NCBI,4
AGV38397.1|HIV_Vpu|SRC:NCBI,AGV38309.1|HIV_Vpu|SRC:NCBI,4
AGV38397.1|HIV_Vpu|SRC:NCBI,AGV38280.1|HIV_Vpu|SRC:NCBI,4
AGV38382.1|HIV_Vpu|SRC:NCBI,AGV38382.1|HIV_Vpu|SRC:NCBI,1
AGV38349.1|HIV_Vpu|SRC:NCBI,AGV38349.1|HIV_Vpu|SRC:NCBI,1
AGV38325.1|HIV_Vpu|SRC:NCBI,AGV38325.1|HIV_Vpu|SRC:NCBI,1
AGV38313.1|HIV_Vpu|SRC:NCBI,AGV38313.1|HIV_Vpu|SRC:NCBI,1
APZ84126.1|HIV_Vpu|SRC:NCBI,APZ84126.1|HIV_Vpu|SRC:NCBI,1
AFK29839.1|HIV_Vpu|SRC:NCBI,AFK29839.1|HIV_Vpu|SRC:NCBI,1
ABL10672.1|HIV_Vpu|SRC:NCBI,ABL10672.1|HIV_Vpu|SRC:NCBI,5
ABL10672.1|HIV_Vpu|SRC:NCBI,ABL10671.1|HIV_Vpu|SRC:NCBI,5
ABL10672.1|HIV_Vpu|SRC:NCBI,ABL10669.1|HIV_Vpu|SRC:NCBI,5
ABL10672.1|HIV_Vpu|SRC:NCBI,ABL10668.1|HIV_Vpu|SRC:NCBI,5
ABL10672.1|HIV_Vpu|SRC:NCBI,ABL10667.1|HIV_Vpu|SRC:NCBI,5
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10659.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10656.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10655.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10653.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10650.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10649.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10648.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10645.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10636.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10633.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10632.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10631.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10630.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10628.1|HIV_Vpu|SRC:NCBI,15
ABL10659.1|HIV_Vpu|SRC:NCBI,ABL10627.1|HIV_Vpu|SRC:NCBI,15
ABL10642.1|HIV_Vpu|SRC:NCBI,ABL10642.1|HIV_Vpu|SRC:NCBI,3
ABL10642.1|HIV_Vpu|SRC:NCBI,ABL10641.1|HIV_Vpu|SRC:NCBI,3
ABL10642.1|HIV_Vpu|SRC:NCBI,ABL10640.1|HIV_Vpu|SRC:NCBI,3
ABL10635.1|HIV_Vpu|SRC:NCBI,ABL10635.1|HIV_Vpu|SRC:NCBI,1
AAA44851.1|HIV_Vpu|SRC:NCBI,AAA44851.1|HIV_Vpu|SRC:NCBI,1
BAB85463.1|HIV_Vpu|SRC:NCBI,BAB85463.1|HIV_Vpu|SRC:NCBI,1
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,2
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,2
APZ84124.1|HIV_Vpu|SRC:NCBI,APZ84124.1|HIV_Vpu|SRC:NCBI,1
AGV38533.1|HIV_Vpu|SRC:NCBI,AGV38533.1|HIV_Vpu|SRC:NCBI,2
AGV38533.1|HIV_Vpu|SRC:NCBI,AGV38424.1|HIV_Vpu|SRC:NCBI,2
AGV38405.1|HIV_Vpu|SRC:NCBI,AGV38405.1|HIV_Vpu|SRC:NCBI,1
AGV38332.1|HIV_Vpu|SRC:NCBI,AGV38332.1|HIV_Vpu|SRC:NCBI,1
AGV38317.1|HIV_Vpu|SRC:NCBI,AGV38317.1|HIV_Vpu|SRC:NCBI,1
AFK29856.1|HIV_Vpu|SRC:NCBI,AFK29856.1|HIV_Vpu|SRC:NCBI,1
AFK29813.1|HIV_Vpu|SRC:NCBI,AFK29813.1|HIV_Vpu|SRC:NCBI,1
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,28
tr|HIV_Vpu|SRC:UniProt,WZX03474.1|HIV_Vpu|SRC:NCBI,28
tr|HIV_Vpu|SRC:UniProt,WPU90337.1|HIV_Vpu|SRC:NCBI,28
tr|HIV_Vpu|SRC:UniProt,WMD30514.1|HIV_Vpu|SRC:NCBI,28
tr|HIV_Vpu|SRC:UniProt,URX38163.1|HIV_Vpu|SRC:NCBI,28
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,5
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,5
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,5
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,5
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,5
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,sp|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH26707.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH26368.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH26263.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH26239.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH26221.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH26095.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH26071.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH26065.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH25826.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH25823.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH25817.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH25775.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH25579.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH25573.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH25556.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH25550.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH25125.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH25047.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH25044.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH25032.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH25002.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH24925.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH24916.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH24913.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH24910.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH24855.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH24843.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH24241.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,AFH23639.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,ABB01591.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,ABB01581.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92909.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92907.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92906.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92905.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92904.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92902.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92900.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92899.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92898.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92897.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92896.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92894.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92893.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92891.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92886.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92880.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92879.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92868.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92867.1|HIV_Vpu|SRC:NCBI,65
sp|HIV_Vpu|SRC:NCBI,CAA92863.1|HIV_Vpu|SRC:NCBI,65
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
tr|HIV_Vpu|SRC:UniProt,tr|HIV_Vpu|SRC:UniProt,103
